0;1
0;1
0;6
0;7
1;6
1;7
6;7
1;6
1;7
1;8
1;12
6;7
6;8
6;12
7;8
7;12
8;12
1;7
1;9
1;10
1;11
1;12
1;13
1;19
1;40
7;9
7;10
7;11
7;12
7;13
7;19
7;40
9;10
9;11
9;12
9;13
9;19
9;40
10;11
10;12
10;13
10;19
10;40
11;12
11;13
11;19
11;40
12;13
12;19
12;40
13;19
13;40
19;40
7;9
7;12
7;19
7;40
9;12
9;19
9;40
12;19
12;40
19;40
7;9
7;12
7;19
7;40
9;12
9;19
9;40
12;19
12;40
19;40
7;12
7;19
12;19
7;12
7;19
12;19
1;47
1;6
1;7
6;7
1;3
1;4
1;5
3;4
3;5
4;5
1;7
1;6
1;7
6;7
1;7
1;15
7;15
1;7
1;15
7;15
1;6
1;7
1;15
6;7
6;15
7;15
7;15
1;6
1;15
6;15
7;15
7;15
1;7
1;47
7;47
1;7
1;7
1;15
7;15
1;6
1;7
6;7
0;1
0;7
1;7
0;7
1;7
1;9
1;10
1;15
1;47
7;9
7;10
7;15
7;47
9;10
9;15
9;47
10;15
10;47
15;47
1;9
1;15
1;16
1;47
9;15
9;16
9;47
15;16
15;47
16;47
1;7
1;9
1;12
1;15
7;9
7;12
7;15
9;12
9;15
12;15
1;7
1;15
7;15
1;7
1;15
7;15
1;6
1;7
1;9
1;12
1;14
1;15
1;16
1;17
1;47
6;7
6;9
6;12
6;14
6;15
6;16
6;17
6;47
7;9
7;12
7;14
7;15
7;16
7;17
7;47
9;12
9;14
9;15
9;16
9;17
9;47
12;14
12;15
12;16
12;17
12;47
14;15
14;16
14;17
14;47
15;16
15;17
15;47
16;17
16;47
17;47
7;15
7;9
7;12
7;15
9;12
9;15
12;15
7;15
1;6
1;6
3;10
1;3
1;6
3;6
9;10
9;10
9;10
7;9
1;9
1;15
1;47
1;49
9;15
9;47
9;49
15;47
15;49
47;49
1;9
1;10
1;9
1;15
9;15
15;49
1;9
1;15
9;15
9;15
9;15
1;9
1;10
1;15
9;10
9;15
10;15
1;9
1;9
1;15
9;15
1;6
1;7
1;7
1;6
1;3
1;4
1;5
1;6
3;4
3;5
3;6
4;5
4;6
5;6
1;3
1;6
1;7
1;47
1;48
3;6
3;7
3;47
3;48
6;7
6;47
6;48
7;47
7;48
47;48
5;7
1;3
1;4
1;5
1;6
1;7
3;4
3;5
3;6
3;7
4;5
4;6
4;7
5;6
5;7
6;7
1;2
1;3
1;4
1;5
1;6
1;7
2;3
2;4
2;5
2;6
2;7
3;4
3;5
3;6
3;7
4;5
4;6
4;7
5;6
5;7
6;7
1;3
1;4
1;5
1;6
1;7
3;4
3;5
3;6
3;7
4;5
4;6
4;7
5;6
5;7
6;7
3;5
3;7
5;7
1;3
1;4
1;5
1;6
1;7
3;4
3;5
3;6
3;7
4;5
4;6
4;7
5;6
5;7
6;7
1;3
1;4
1;5
1;6
1;7
3;4
3;5
3;6
3;7
4;5
4;6
4;7
5;6
5;7
6;7
4;5
4;7
5;7
3;4
3;6
3;7
3;50
4;6
4;7
4;50
6;7
6;50
7;50
1;4
1;5
1;6
1;7
1;9
4;5
4;6
4;7
4;9
5;6
5;7
5;9
6;7
6;9
7;9
1;3
1;4
1;6
1;7
1;9
1;15
3;4
3;6
3;7
3;9
3;15
4;6
4;7
4;9
4;15
6;7
6;9
6;15
7;9
7;15
9;15
5;7
5;7
5;9
7;9
7;9
7;15
9;15
5;7
5;15
7;15
7;15
5;7
5;15
7;15
5;7
5;15
7;15
5;7
5;15
7;15
1;6
1;7
1;9
6;7
6;9
7;9
3;4
3;5
4;5
1;3
1;4
1;5
1;6
1;7
1;15
3;4
3;5
3;6
3;7
3;15
4;5
4;6
4;7
4;15
5;6
5;7
5;15
6;7
6;15
7;15
2;3
2;4
2;5
2;7
2;15
2;16
3;4
3;5
3;7
3;15
3;16
4;5
4;7
4;15
4;16
5;7
5;15
5;16
7;15
7;16
15;16
1;6
1;4
1;5
1;7
1;9
1;15
4;5
4;7
4;9
4;15
5;7
5;9
5;15
7;9
7;15
9;15
5;7
5;7
5;15
7;15
7;15
5;7
5;15
7;15
7;15
5;7
5;7
5;15
7;15
5;7
5;15
7;15
7;15
7;15
5;7
5;9
5;15
7;9
7;15
9;15
7;15
7;15
15;17
14;15
14;18
15;18
7;47
7;15
7;16
7;17
15;16
15;17
16;17
16;49
17;49
15;16
15;49
16;49
7;15
7;16
7;18
7;49
15;16
15;18
15;49
16;18
16;49
18;49
7;15
7;18
15;18
7;17
7;18
7;47
7;49
17;18
17;47
17;49
18;47
18;49
47;49
5;7
5;15
5;18
7;15
7;18
15;18
7;15
7;49
15;49
7;47
7;47
1;7
1;47
7;47
7;47
1;7
1;14
1;15
7;14
7;15
14;15
7;18
1;7
1;16
1;17
7;16
7;17
16;17
0;1
0;7
0;15
0;16
0;17
1;7
1;15
1;16
1;17
7;15
7;16
7;17
15;16
15;17
16;17
16;49
7;15
7;9
7;15
7;16
7;49
9;15
9;16
9;49
15;16
15;49
16;49
15;49
7;15
7;16
7;49
15;16
15;49
16;49
15;16
9;15
9;16
15;16
7;15
7;17
15;17
7;15
7;9
7;9
7;9
7;15
7;16
7;49
9;15
9;16
9;49
15;16
15;49
16;49
7;9
7;15
9;15
7;9
7;15
9;15
9;15
9;16
15;16
9;15
9;16
15;16
9;15
7;15
7;15
7;9
7;15
7;16
7;18
7;47
7;49
9;15
9;16
9;18
9;47
9;49
15;16
15;18
15;47
15;49
16;18
16;47
16;49
18;47
18;49
47;49
1;7
1;9
1;12
1;15
1;47
7;9
7;12
7;15
7;47
9;12
9;15
9;47
12;15
12;47
15;47
7;9
7;47
9;47
7;9
7;14
7;15
9;14
9;15
14;15
9;15
1;9
1;14
1;15
1;47
9;14
9;15
9;47
14;15
14;47
15;47
1;9
1;47
9;47
1;9
1;14
1;16
9;14
9;16
14;16
1;9
1;2
1;7
1;9
1;14
1;15
1;16
1;18
1;47
1;49
2;7
2;9
2;14
2;15
2;16
2;18
2;47
2;49
7;9
7;14
7;15
7;16
7;18
7;47
7;49
9;14
9;15
9;16
9;18
9;47
9;49
14;15
14;16
14;18
14;47
14;49
15;16
15;18
15;47
15;49
16;18
16;47
16;49
18;47
18;49
47;49
1;2
1;6
1;7
1;9
2;6
2;7
2;9
6;7
6;9
7;9
1;2
1;9
1;15
1;18
1;47
1;49
2;9
2;15
2;18
2;47
2;49
9;15
9;18
9;47
9;49
15;18
15;47
15;49
18;47
18;49
47;49
9;15
7;15
7;12
7;19
12;19
12;15
12;15
12;18
12;19
12;46
15;18
15;19
15;46
18;19
18;46
19;46
9;15
7;9
7;12
7;16
9;12
9;16
12;16
9;12
9;15
9;19
9;49
12;15
12;19
12;49
15;19
15;49
19;49
9;12
9;15
9;16
12;15
12;16
15;16
9;12
9;19
12;19
9;15
9;49
15;49
9;12
9;14
9;15
9;16
9;18
9;49
12;14
12;15
12;16
12;18
12;49
14;15
14;16
14;18
14;49
15;16
15;18
15;49
16;18
16;49
18;49
9;15
9;15
9;49
15;49
7;15
7;15
1;7
1;12
1;15
1;18
7;12
7;15
7;18
12;15
12;18
15;18
7;9
7;15
9;15
7;9
9;15
9;16
7;12
7;15
7;49
12;15
12;49
15;49
7;9
7;15
7;18
9;15
9;18
15;18
7;9
7;12
7;15
7;18
7;49
9;12
9;15
9;18
9;49
12;15
12;18
12;49
15;18
15;49
18;49
7;15
7;9
7;15
9;15
7;9
7;12
7;15
7;17
7;49
9;12
9;15
9;17
9;49
12;15
12;17
12;49
15;17
15;49
17;49
1;7
1;9
1;15
1;17
1;18
1;49
7;9
7;15
7;17
7;18
7;49
9;15
9;17
9;18
9;49
15;17
15;18
15;49
17;18
17;49
18;49
1;7
1;15
1;18
7;15
7;18
15;18
1;7
1;18
7;18
7;9
7;14
7;15
7;18
9;14
9;15
9;18
14;15
14;18
15;18
7;9
9;14
1;7
1;14
1;15
1;16
1;25
1;47
7;14
7;15
7;16
7;25
7;47
14;15
14;16
14;25
14;47
15;16
15;25
15;47
16;25
16;47
25;47
1;7
1;14
1;15
1;25
7;14
